M5, ADC
0, 6385
1, 6393
2, 6392
3, 6394
4, 6392
5, 6390
6, 6391
7, 6393
8, 6393
9, 6394
10, 6385
11, 6384
12, 6396
13, 6399
14, 6394
15, 6389
16, 6383
17, 6389
18, 6400
19, 6392
20, 6397
21, 6386
22, 6391
23, 6394
24, 6395
25, 6392
26, 6389
27, 6390
28, 6392
29, 6398
30, 6393
31, 6387
32, 6391
33, 6385
34, 6399
35, 6399
36, 6391
37, 6386
38, 6390
39, 6393
40, 6395
41, 6394
42, 6392
43, 6387
44, 6389
45, 6393
46, 6393
47, 6393
48, 6392
49, 6391
50, 6388
51, 6397
52, 6392
53, 6389
54, 6386
55, 6396
56, 6398
57, 6389
58, 6382
59, 6389
60, 6391
61, 6396
62, 6392
63, 6399
64, 6389
65, 6387
66, 6397
67, 6396
68, 6394
69, 6384
70, 6390
71, 6391
72, 6395
73, 6393
74, 6391
75, 6389
76, 6389
77, 6397
78, 6394
79, 6389
80, 6391
81, 6395
82, 6399
83, 6397
84, 6394
85, 6389
86, 6387
87, 6392
88, 6395
89, 6398
90, 6388
91, 6387
92, 6390
93, 6401
94, 6393
95, 6389
96, 6384
97, 6388
98, 6393
99, 6402
100, 6389
101, 6385
102, 6391
103, 6398
104, 6394
105, 6393
106, 6382
107, 6387
108, 6392
109, 6393
110, 6395
111, 6389
112, 6388
113, 6390
114, 6392
115, 6392
116, 6395
117, 6388
118, 6391
119, 6392
120, 6399
121, 6392
122, 6389
123, 6388
124, 6393
125, 6391
126, 6398
127, 6391
128, 6387
129, 6393
130, 6398
131, 6395
132, 6394
133, 6387
134, 6388
135, 6390
136, 6394
137, 6395
138, 6388
139, 6387
140, 6392
141, 6395
142, 6392
143, 6392
144, 6385
145, 6389
146, 6398
147, 6395
148, 6391
149, 6382
150, 6388
151, 6393
152, 6395
153, 6392
154, 6388
155, 6384
156, 6390
157, 6396
158, 6388
159, 6393
160, 6387
161, 6389
162, 6400
163, 6394
164, 6390
165, 6385
166, 6391
167, 6396
168, 6401
169, 6387
170, 6387
171, 6388
172, 6397
173, 6397
174, 6395
175, 6384
176, 6385
177, 6389
178, 6394
179, 6392
180, 6391
181, 6387
182, 6392
183, 6397
184, 6398
185, 6397
186, 6387
187, 6388
188, 6389
189, 6394
190, 6397
191, 6393
192, 6385
193, 6391
194, 6397
195, 6393
196, 6392
197, 6385
198, 6386
199, 6391
200, 6400
201, 6393
202, 6385
203, 6386
204, 6399
205, 6401
206, 6392
207, 6389
208, 6386
209, 6386
210, 6399
211, 6397
212, 6390
213, 6385
214, 6389
215, 6395
216, 6395
217, 6391
218, 6387
219, 6390
220, 6395
221, 6398
222, 6392
223, 6386
224, 6388
225, 6388
226, 6401
227, 6398
228, 6387
229, 6389
230, 6388
231, 6391
232, 6400
233, 6398
234, 6386
235, 6388
236, 6393
237, 6394
238, 6390
239, 6392
240, 6386
241, 6395
242, 6398
243, 6393
244, 6386
245, 6391
246, 6388
247, 6392
248, 6394
249, 6391
250, 6390
251, 6384
252, 6390
253, 6395
254, 6396
255, 6385
256, 6388
257, 6385
258, 6398
259, 6393
260, 6390
261, 6389
262, 6390
263, 6392
264, 6396
265, 6393
266, 6393
267, 6389
268, 6397
269, 6389
270, 6397
271, 6385
272, 6392
273, 6391
274, 6395
275, 6398
276, 6391
277, 6387
278, 6387
279, 6394
280, 6394
281, 6392
282, 6385
283, 6391
284, 6395
285, 6394
286, 6397
287, 6389
288, 6389
289, 6389
290, 6396
291, 6393
292, 6389
293, 6387
294, 6390
295, 6394
296, 6399
297, 6394
298, 6392
299, 6390
300, 6397
301, 6394
302, 6397
303, 6386
304, 6393
305, 6397
306, 6398
307, 6394
308, 6391
309, 6388
310, 6388
311, 6399
312, 6399
313, 6387
314, 6386
315, 6387
316, 6394
317, 6395
318, 6393
319, 6387
320, 6386
321, 6396
322, 6393
323, 6399
324, 6385
325, 6385
326, 6387
327, 6398
328, 6392
329, 6391
330, 6386
331, 6390
332, 6390
333, 6391
334, 6389
335, 6386
336, 6388
337, 6395
338, 6396
339, 6400
340, 6393
341, 6386
342, 6386
343, 6395
344, 6396
345, 6394
346, 6389
347, 6385
348, 6398
349, 6401
350, 6395
351, 6390
352, 6388
353, 6395
354, 6398
355, 6396
356, 6388
357, 6382
358, 6390
359, 6396
360, 6399
361, 6391
362, 6389
363, 6386
364, 6397
365, 6400
366, 6392
367, 6384
368, 6385
369, 6390
370, 6394
371, 6392
372, 6391
373, 6388
374, 6391
375, 6394
376, 6400
377, 6395
378, 6389
379, 6390
380, 6396
381, 6394
382, 6393
383, 6391
384, 6388
385, 6392
386, 6402
387, 6395
388, 6390
389, 6386
390, 6387
391, 6396
392, 6396
393, 6390
394, 6388
395, 6391
396, 6395
397, 6395
398, 6395
399, 6389
400, 6391
401, 6391
402, 6398
403, 6392
404, 6387
405, 6390
406, 6393
407, 6393
408, 6392
409, 6390
410, 6388
411, 6390
412, 6392
413, 6399
414, 6388
415, 6389
416, 6384
417, 6390
418, 6397
419, 6397
420, 6387
421, 6388
422, 6390
423, 6393
424, 6392
425, 6389
426, 6388
427, 6390
428, 6390
429, 6395
430, 6388
431, 6391
432, 6385
433, 6391
434, 6388
435, 6395
436, 6389
437, 6386
438, 6391
439, 6393
440, 6395
441, 6391
442, 6389
443, 6388
444, 6392
445, 6396
446, 6394
447, 6387
448, 6385
449, 6392
450, 6399
451, 6396
452, 6391
453, 6390
454, 6394
455, 6393
456, 6395
457, 6383
458, 6394
459, 6387
460, 6395
461, 6395
462, 6396
463, 6387
464, 6386
465, 6392
466, 6397
467, 6399
468, 6391
469, 6390
470, 6390
471, 6394
472, 6392
473, 6391
474, 6389
475, 6392
476, 6396
477, 6394
478, 6390
479, 6387
480, 6387
481, 6394
482, 6399
483, 6395
484, 6387
485, 6386
486, 6391
487, 6394
488, 6395
489, 6391
490, 6392
491, 6389
492, 6399
493, 6393
494, 6396
495, 6388
496, 6388
497, 6392
498, 6396
499, 6392
500, 6390
501, 6386
502, 6394
503, 6396
504, 6394
505, 6391
506, 6391
507, 6391
508, 6393
509, 6397
510, 6392
511, 6389
512, 6384
513, 6398
514, 6398
515, 6395
516, 6393
517, 6391
518, 6391
519, 6396
520, 6392
521, 6390
522, 6388
523, 6392
524, 6394
525, 6397
526, 6388
527, 6391
528, 6387
529, 6400
530, 6398
531, 6389
532, 6385
533, 6387
534, 6392
535, 6398
536, 6393
537, 6390
538, 6385
539, 6385
540, 6396
541, 6399
542, 6390
543, 6387
544, 6386
545, 6386
546, 6398
547, 6392
548, 6391
549, 6385
550, 6394
551, 6392
552, 6394
553, 6389
554, 6388
555, 6386
556, 6393
557, 6398
558, 6392
559, 6384
560, 6386
561, 6390
562, 6397
563, 6394
564, 6389
565, 6384
566, 6391
567, 6395
568, 6400
569, 6391
570, 6388
571, 6394
572, 6391
573, 6398
574, 6394
575, 6386
576, 6388
577, 6393
578, 6395
579, 6397
580, 6388
581, 6387
582, 6396
583, 6394
584, 6396
585, 6389
586, 6390
587, 6394
588, 6394
589, 6390
590, 6388
591, 6384
592, 6390
593, 6394
594, 6396
595, 6390
596, 6392
597, 6389
598, 6392
599, 6394
600, 6399
601, 6389
602, 6393
603, 6391
604, 6393
605, 6396
606, 6395
607, 6392
608, 6391
609, 6393
610, 6395
611, 6387
612, 6385
613, 6388
614, 6387
615, 6397
616, 6393
617, 6386
618, 6388
619, 6395
620, 6397
621, 6394
622, 6387
623, 6390
624, 6388
625, 6397
626, 6400
627, 6391
628, 6391
629, 6385
630, 6396
631, 6398
632, 6392
633, 6392
634, 6387
635, 6389
636, 6399
637, 6389
638, 6390
639, 6390
640, 6387
641, 6389
642, 6395
643, 6391
644, 6388
645, 6387
646, 6395
647, 6393
648, 6392
649, 6389
650, 6386
651, 6394
652, 6395
653, 6394
654, 6392
655, 6386
656, 6386
657, 6397
658, 6395
659, 6393
660, 6390
661, 6392
662, 6387
663, 6398
664, 6391
665, 6392
666, 6382
667, 6399
668, 6397
669, 6402
670, 6400
671, 6391
672, 6395
673, 6395
674, 6395
675, 6392
676, 6388
677, 6389
678, 6392
679, 6397
680, 6399
681, 6384
682, 6393
683, 6392
684, 6395
685, 6397
686, 6389
687, 6390
688, 6388
689, 6396
690, 6392
691, 6393
692, 6387
693, 6388
694, 6393
695, 6402
696, 6397
697, 6386
698, 6388
699, 6393
700, 6399
701, 6395
702, 6395
703, 6384
704, 6388
705, 6394
706, 6394
707, 6394
708, 6391
709, 6387
710, 6388
711, 6400
712, 6394
713, 6393
714, 6388
715, 6395
716, 6397
717, 6398
718, 6390
719, 6384
720, 6389
721, 6392
722, 6400
723, 6389
724, 6386
725, 6384
726, 6395
727, 6397
728, 6397
729, 6387
730, 6393
731, 6393
732, 6398
733, 6399
734, 6393
735, 6386
736, 6390
737, 6391
738, 6399
739, 6397
740, 6383
741, 6389
742, 6391
743, 6396
744, 6394
745, 6389
746, 6386
747, 6397
748, 6397
749, 6404
750, 6391
751, 6384
752, 6394
753, 6399
754, 6395
755, 6393
756, 6390
757, 6388
758, 6389
759, 6394
760, 6389
761, 6394
762, 6388
763, 6395
764, 6395
765, 6396
766, 6387
767, 6387
768, 6387
769, 6393
770, 6395
771, 6393
772, 6387
773, 6386
774, 6397
775, 6395
776, 6390
777, 6391
778, 6390
779, 6388
780, 6397
781, 6393
782, 6387
783, 6391
784, 6394
785, 6392
786, 6396
787, 6387
788, 6391
789, 6384
790, 6394
791, 6399
792, 6398
793, 6390
794, 6387
795, 6390
796, 6399
797, 6397
798, 6388
